Time,UPFs
0.0,0
28.0,1
39.0,1
47.0,1
86.0,1
114.0,2
119.0,2
140.0,2
142.0,2
148.0,2
160.0,2
164.0,2
174.0,2
220.0,3
226.0,3
228.0,3
266.0,3
280.0,3
282.0,3
301.0,3
357.0,3
395.0,4
406.0,4
411.0,4
420.0,4
423.0,4
434.0,4
438.0,4
447.0,4
451.0,5
457.0,5
458.0,5
478.0,5
482.0,5
486.0,5
509.0,5
519.0,5
520.0,6
535.0,6
551.0,6
553.0,6
554.0,6
562.0,6
597.0,6
600.0,6
604.0,7
605.0,7
613.0,7
625.0,7
645.0,7
650.0,7
660.0,7
662.0,7
665.0,8
680.0,8
716.0,8
719.0,8
723.0,8
727.0,8
732.0,8
744.0,8
792.0,9
825.0,9
863.0,9
877.0,9
883.0,9
890.0,9
897.0,9
913.0,9
924.0,10
996.0,10
1001.0,10
1003.0,10
1011.0,10
1045.0,10
1064.0,10
1097.0,10
1105.0,11
1124.0,11
1138.0,11
1142.0,11
1172.0,11
1191.0,11
1199.0,11
1208.0,11
1216.0,12
1288.0,12
1292.0,12
1298.0,12
1308.0,12
1311.0,12
1312.0,12
1325.0,12
1344.0,13
1348.0,13
1374.0,13
1380.0,13
1401.0,13
1456.0,13
1459.0,13
1470.0,13
1480.0,13
1484.0,13
1486.0,14
1488.0,14
1490.0,14
1492.0,14
1494.0,14
1512.0,14
1517.0,14
1532.0,14
1540.0,15
1557.0,15
1561.0,15
1574.0,15
1592.0,15
1609.0,15
1612.0,15
1628.0,15
1637.0,16
1650.0,16
1676.0,16
1701.0,16
1725.0,16
1729.0,16
1730.0,16
1751.0,16
1754.0,17
1761.0,17
1779.0,17
1781.0,17
1783.0,17
1789.0,17
1792.0,17
1801.0,17
1814.0,18
1815.0,18
1830.0,18
1833.0,18
1838.0,18
1843.0,18
1852.0,18
1864.0,18
1887.0,19
1894.0,19
1896.0,19
1898.0,19
1902.0,19
1922.0,19
1934.0,19
1939.0,19
1957.0,19
1959.0,19
1973.0,20
1978.0,20
1998.0,20
2003.0,20
2024.0,20
2037.0,20
2046.0,20
2057.0,20
2066.0,21
2073.0,21
2076.0,21
2086.0,21
2089.0,21
2090.0,21
2111.0,21
2119.0,21
2121.0,21
2126.0,21
2131.0,22
2132.0,22
2141.0,22
2146.0,22
2155.0,22
2157.0,22
2159.0,22
2164.0,22
2166.0,23
2176.0,23
2185.0,23
2191.0,23
2198.0,23
2209.0,23
2213.0,23
2214.0,23
2223.0,24
2226.0,24
2229.0,24
2230.0,24
2250.0,24
2254.0,24
2255.0,24
2275.0,24
2281.0,25
2284.0,25
2294.0,25
2301.0,25
2311.0,25
2312.0,25
2350.0,25
2355.0,25
2356.0,26
2377.0,26
2399.0,26
2404.0,26
2410.0,26
2429.0,26
2450.0,26
2455.0,26
2457.0,27
2460.0,27
2491.0,27
2508.0,27
2516.0,27
2524.0,27
2526.0,27
2532.0,27
2535.0,28
2539.0,28
2551.0,28
2554.0,28
2560.0,28
2563.0,28
2586.0,28
2596.0,28
2606.0,29
2613.0,29
2616.0,29
2618.0,29
2620.0,29
2636.0,29
2638.0,29
2643.0,29
2647.0,30
2648.0,30
2661.0,30
2673.0,30
2691.0,30
2703.0,30
2705.0,30
2709.0,30
2722.0,31
2725.0,31
2739.0,31
2750.0,31
2765.0,31
2766.0,31
2787.0,31
2788.0,31
2794.0,32
2812.0,32
2842.0,32
2856.0,32
2859.0,32
2861.0,32
2865.0,32
2879.0,32
2885.0,32
2889.0,32
2891.0,33
2891.0,33
2897.0,33
2916.0,33
2922.0,33
2926.0,33
2966.0,33
2968.0,33
2982.0,33
2995.0,33
2997.0,34
2999.0,34
3008.0,34
3047.0,34
3049.0,34
3051.0,34
3056.0,34
3057.0,34
3082.0,35
3084.0,35
3108.0,35
3114.0,35
3130.0,35
3138.0,35
3160.0,35
3174.0,35
3182.0,36
3191.0,36
3196.0,36
3200.0,36
3206.0,36
3212.0,36
3222.0,36
3231.0,36
3232.0,36
3234.0,36
3255.0,36
3269.0,36
3273.0,37
3275.0,37
3279.0,37
3286.0,37
3313.0,37
3317.0,37
3334.0,37
3336.0,37
3342.0,38
3355.0,38
3358.0,38
3371.0,38
3393.0,38
3394.0,38
3399.0,38
3400.0,38
3413.0,39
3423.0,39
3445.0,39
3447.0,39
3456.0,39
3457.0,39
3467.0,39
3489.0,39
3490.0,40
3498.0,40
3505.0,40
3522.0,40
3539.0,40
3554.0,40
3555.0,40
3558.0,40
3570.0,41
3576.0,41
3577.0,41
3580.0,41
3583.0,41
3590.0,41
3608.0,41
3619.0,41
3633.0,41
3650.0,41
3657.0,42
3689.0,42
3689.0,42
3690.0,42
3691.0,42
3696.0,42
3737.0,42
3756.0,42
3771.0,42
3775.0,42
3780.0,42
3782.0,42
3785.0,43
3790.0,43
3801.0,43
3805.0,43
3811.0,43
3816.0,43
3839.0,43
3841.0,43
3846.0,43
3850.0,43
3862.0,44
3878.0,44
3886.0,44
3902.0,44
3931.0,44
3951.0,44
3953.0,44
3955.0,44
3965.0,45
3984.0,45
4041.0,45
4052.0,45
4113.0,45
4124.0,45
4133.0,45
4143.0,45
4148.0,46
4153.0,46
4157.0,46
4163.0,46
4171.0,46
4172.0,46
4190.0,46
4198.0,46
4203.0,46
4210.0,46
4214.0,46
4216.0,46
4223.0,47
4250.0,47
4254.0,47
4257.0,47
4258.0,47
4272.0,47
4277.0,47
4297.0,47
4299.0,48
4308.0,48
4314.0,48
4321.0,48
4327.0,48
4340.0,48
4340.0,48
4353.0,48
4358.0,48
4362.0,48
4367.0,48
4368.0,48
4375.0,48
4404.0,48
4438.0,49
4452.0,49
4511.0,49
4515.0,49
4518.0,49
4542.0,49
4550.0,49
4553.0,49
4558.0,50
4567.0,50
4569.0,50
4571.0,50
4572.0,50
4574.0,50
4584.0,50
4604.0,50
4609.0,51
4614.0,51
4650.0,51
4663.0,51
4677.0,51
4684.0,51
4701.0,51
4701.0,51
4704.0,51
4710.0,51
4711.0,51
4712.0,51
4716.0,51
4717.0,51
4720.0,52
4733.0,52
4747.0,52
4748.0,52
4774.0,52
4776.0,52
4777.0,52
4780.0,52
4796.0,53
4803.0,53
4811.0,53
4833.0,53
4834.0,53
4849.0,53
4851.0,53
4860.0,53
4879.0,54
4884.0,54
4885.0,54
4886.0,54
4889.0,54
4890.0,54
4900.0,54
4913.0,54
4932.0,54
4949.0,54
4958.0,55
4960.0,55
4976.0,55
4977.0,55
4978.0,55
4985.0,55
4996.0,55
4997.0,55
5007.0,55
5013.0,55
5015.0,56
5019.0,56
5038.0,56
5045.0,56
5052.0,56
5055.0,56
5091.0,56
5094.0,56
5103.0,57
5119.0,57
5132.0,57
5138.0,57
5140.0,57
5145.0,57
5161.0,57
5165.0,57
5173.0,57
5178.0,57
5179.0,57
5185.0,57
5191.0,58
5193.0,58
5201.0,58
5208.0,58
5209.0,58
5211.0,58
5228.0,58
5234.0,58
5245.0,59
5249.0,59
5250.0,59
5261.0,59
5289.0,59
5301.0,59
5310.0,59
5312.0,59
5312.0,59
5319.0,59
5321.0,59
5334.0,59
5337.0,60
5340.0,60
5340.0,60
5346.0,60
5350.0,60
5352.0,60
5360.0,60
5372.0,60
5389.0,60
5407.0,60
5415.0,61
5425.0,61
5443.0,61
5469.0,61
5485.0,61
5489.0,61
5492.0,61
5493.0,61
5511.0,61
5512.0,61
5516.0,62
5526.0,62
5540.0,62
5543.0,62
5543.0,62
5560.0,62
5572.0,62
5586.0,62
5588.0,62
5598.0,62
5602.0,63
5603.0,63
5645.0,63
5656.0,63
5662.0,63
5669.0,63
5717.0,63
5734.0,63
5744.0,63
5749.0,63
5754.0,64
5764.0,64
5768.0,64
5769.0,64
5771.0,64
5772.0,64
5794.0,64
5799.0,64
5801.0,65
5804.0,65
5807.0,65
5810.0,65
5815.0,65
5816.0,65
5825.0,65
5852.0,65
5854.0,66
5863.0,66
5885.0,66
5893.0,66
5903.0,66
5907.0,66
5918.0,66
5922.0,66
5925.0,66
5972.0,66
5989.0,67
5994.0,67
5995.0,67
6000.0,67
6001.0,67
6026.0,67
6038.0,67
6089.0,67
6091.0,67
6092.0,67
6094.0,68
6109.0,68
6117.0,68
6125.0,68
6139.0,68
6144.0,68
6154.0,68
6161.0,68
6168.0,68
6170.0,68
6185.0,68
6193.0,68
6204.0,68
6211.0,68
6218.0,69
6245.0,69
6251.0,69
6253.0,69
6256.0,69
6258.0,69
6269.0,69
6272.0,69
6275.0,70
6289.0,70
6305.0,70
6318.0,70
6323.0,70
6324.0,70
6335.0,70
6338.0,70
6346.0,70
6357.0,70
6386.0,70
6400.0,70
6409.0,70
6413.0,70
6424.0,70
6450.0,70
6455.0,71
6463.0,71
6464.0,71
6487.0,71
6487.0,71
6504.0,71
6509.0,71
6513.0,71
6515.0,71
6526.0,71
6529.0,71
6533.0,71
6559.0,72
6566.0,72
6567.0,72
6568.0,72
6571.0,72
6585.0,72
6590.0,72
6602.0,72
6614.0,73
6618.0,73
6622.0,73
6634.0,73
6644.0,73
6646.0,73
6651.0,73
6663.0,73
6670.0,74
6685.0,74
6691.0,74
6700.0,74
6716.0,74
6723.0,74
6745.0,74
6749.0,74
6759.0,75
6765.0,75
6775.0,75
6792.0,75
6804.0,75
6808.0,75
6820.0,75
6832.0,75
6849.0,76
6851.0,76
6879.0,76
6890.0,76
6906.0,76
6920.0,76
6940.0,76
6961.0,76
6981.0,77
6989.0,77
6993.0,77
6995.0,77
7021.0,77
7026.0,77
7044.0,77
7053.0,77
7056.0,77
7074.0,77
7075.0,77
7078.0,77
7098.0,78
7107.0,78
7141.0,78
7145.0,78
7152.0,78
7153.0,78
7161.0,78
7174.0,78
7198.0,78
7206.0,78
7224.0,79
7235.0,79
7238.0,79
7247.0,79
7255.0,79
7260.0,79
7272.0,79
7283.0,79
7303.0,80
7315.0,80
7341.0,80
7347.0,80
7352.0,80
7369.0,80
7385.0,80
7389.0,80
7391.0,81
7401.0,81
7404.0,81
7408.0,81
7421.0,81
7422.0,81
7425.0,81
7426.0,81
7430.0,82
7434.0,82
7446.0,82
7458.0,82
7471.0,82
7484.0,82
7490.0,82
7500.0,82
7522.0,82
7556.0,82
7562.0,83
7566.0,83
7585.0,83
7587.0,83
7594.0,83
7596.0,83
7607.0,83
7617.0,83
7631.0,83
7656.0,83
7662.0,83
7665.0,84
7675.0,84
7676.0,84
7688.0,84
7689.0,84
7701.0,84
7719.0,84
7725.0,84
7727.0,84
7728.0,84
7729.0,84
7730.0,84
7739.0,85
7747.0,85
7753.0,85
7758.0,85
7780.0,85
7781.0,85
7823.0,85
7845.0,85
7848.0,86
7850.0,86
7856.0,86
7858.0,86
7880.0,86
7887.0,86
7891.0,86
7892.0,86
7898.0,87
7904.0,87
7907.0,87
7923.0,87
7927.0,87
7941.0,87
7978.0,87
7993.0,87
7997.0,87
8000.0,87
8005.0,87
8015.0,87
8021.0,87
8023.0,87
8028.0,87
8033.0,87
8036.0,87
8046.0,87
8048.0,88
8050.0,88
8051.0,88
8058.0,88
8065.0,88
