Time,Free Slots
0.0,0
502.0,7
655.0,6
684.0,5
1020.0,4
1226.0,11
1810.0,10
1850.0,9
1884.0,8
2008.0,7
2066.0,6
2092.0,5
2169.0,4
2266.0,11
2426.0,12
2547.0,11
2555.0,10
2587.0,9
3083.0,8
3359.0,7
3377.0,6
3474.0,5
3588.0,4
3676.0,11
3989.0,12
4171.0,11
4294.0,10
4329.0,9
4578.0,8
4954.0,7
5338.0,6
5379.0,7
5416.0,6
5482.0,5
5535.0,4
5609.0,11
5740.0,10
5951.0,9
6011.0,10
6734.0,9
6771.0,8
7048.0,7
7053.0,8
7271.0,7
7284.0,6
7305.0,5
7468.0,4
7479.0,11
7545.0,10
7715.0,9
7731.0,8
7822.0,9
8031.0,8
8169.0,7
8283.0,6
8376.0,5
8396.0,4
8565.0,11
8684.0,10
8732.0,9
8967.0,8
8981.0,7
9011.0,6
9137.0,5
9287.0,6
9629.0,5
9664.0,4
9664.0,5
9794.0,4
9885.0,11
9982.0,12
9993.0,12
10012.0,12
10172.0,12
10192.0,11
10285.0,10
10614.0,9
10734.0,8
10776.0,7
10845.0,6
10911.0,5
10963.0,4
11114.0,5
11709.0,4
11758.0,11
11818.0,10
11825.0,9
11884.0,8
11942.0,8
11997.0,7
12043.0,6
12156.0,5
12203.0,4
12442.0,11
12660.0,10
12827.0,9
12955.0,8
13256.0,7
13291.0,6
13335.0,5
13440.0,6
13443.0,5
13486.0,4
13518.0,11
13563.0,10
13600.0,10
13625.0,9
13646.0,8
13996.0,7
14176.0,6
14191.0,5
14312.0,6
14359.0,5
14585.0,4
14739.0,5
14907.0,4
14979.0,11
15359.0,10
15373.0,9
15612.0,10
15627.0,9
16009.0,8
16011.0,7
16193.0,6
16223.0,5
16420.0,4
16447.0,11
16463.0,12
16509.0,11
16738.0,10
17054.0,9
17161.0,8
17195.0,9
17272.0,8
17319.0,7
17403.0,6
17570.0,5
17687.0,4
17687.0,5
17801.0,4
18015.0,11
18020.0,10
18053.0,9
18566.0,8
18644.0,7
18962.0,6
19084.0,7
19246.0,6
19368.0,7
19423.0,7
19651.0,8
19870.0,7
19971.0,8
20022.0,7
20053.0,7
20117.0,6
20253.0,5
20452.0,4
20470.0,11
21239.0,10
21361.0,9
21361.0,10
21524.0,9
21587.0,9
21790.0,8
21848.0,7
21958.0,6
22100.0,7
22113.0,8
22125.0,9
22533.0,8
22650.0,7
22825.0,6
22849.0,5
23090.0,6
23127.0,5
23159.0,6
23176.0,5
23183.0,4
23314.0,11
23463.0,10
23464.0,9
23470.0,9
23545.0,8
23669.0,7
23710.0,6
23725.0,5
23852.0,4
24022.0,11
24442.0,10
24643.0,11
24709.0,10
24762.0,9
24776.0,8
25012.0,7
25324.0,8
25523.0,7
25555.0,6
25604.0,5
25813.0,4
25868.0,11
26009.0,10
26060.0,11
26089.0,12
26092.0,12
26104.0,11
26250.0,12
26298.0,11
26379.0,10
26535.0,11
26556.0,10
26563.0,9
26766.0,8
26784.0,7
26891.0,6
26986.0,5
27146.0,4
27154.0,11
27260.0,10
27318.0,11
27435.0,10
27559.0,10
27642.0,10
27672.0,9
27844.0,8
27991.0,7
28134.0,6
28306.0,5
28438.0,4
28520.0,11
28581.0,10
28662.0,11
28786.0,12
28911.0,12
28913.0,11
28913.0,12
28925.0,11
28929.0,10
29121.0,9
29186.0,8
29188.0,7
29190.0,8
29246.0,7
29309.0,6
29403.0,7
29445.0,8
29479.0,7
29795.0,8
30067.0,7
30089.0,6
30100.0,7
30285.0,6
30340.0,6
30375.0,7
30464.0,6
30714.0,5
31160.0,4
31254.0,11
31332.0,10
31489.0,11
31878.0,10
32170.0,9
32547.0,8
32549.0,7
32565.0,6
32597.0,5
32616.0,6
32681.0,6
32814.0,7
33065.0,8
33207.0,7
33307.0,6
33374.0,5
33607.0,4
33713.0,11
33867.0,12
33890.0,11
33981.0,12
34062.0,11
34114.0,12
34237.0,11
34479.0,12
34482.0,11
34494.0,12
34500.0,12
34739.0,11
34757.0,10
34959.0,9
35147.0,8
35247.0,8
35262.0,7
35534.0,6
35587.0,6
35610.0,7
35982.0,8
36060.0,7
36191.0,6
36401.0,7
36551.0,7
36785.0,6
36800.0,5
36931.0,4
36937.0,5
36946.0,4
37332.0,5
37410.0,4
37446.0,4
37552.0,11
37574.0,10
37748.0,9
37749.0,10
37895.0,9
37974.0,8
38017.0,7
38313.0,8
38649.0,7
38737.0,8
38864.0,9
39150.0,8
39448.0,9
39476.0,8
39695.0,9
39808.0,10
39818.0,11
40196.0,10
40450.0,11
40645.0,12
40780.0,11
40904.0,10
41103.0,9
41268.0,8
41654.0,7
41654.0,8
41709.0,7
42078.0,6
42216.0,5
42240.0,6
42275.0,5
42348.0,4
42362.0,11
43076.0,10
43205.0,9
43227.0,8
43486.0,9
43516.0,8
43805.0,7
43826.0,6
43856.0,7
43980.0,8
44021.0,9
44065.0,8
44112.0,8
44448.0,7
44453.0,6
44479.0,5
44731.0,6
44759.0,5
44839.0,4
45147.0,11
45253.0,10
45267.0,9
45307.0,9
45641.0,8
46141.0,7
46634.0,8
46706.0,9
46762.0,10
46975.0,11
47004.0,11
47031.0,10
47140.0,10
47423.0,9
47484.0,9
47623.0,10
47671.0,9
47695.0,8
47851.0,7
48037.0,6
48111.0,5
48209.0,4
48297.0,5
48299.0,4
48544.0,4
48863.0,11
49001.0,10
49088.0,9
49093.0,8
49255.0,7
49295.0,6
49298.0,5
49322.0,4
49325.0,4
49385.0,5
49447.0,5
49543.0,4
49615.0,11
49871.0,10
50034.0,9
50507.0,8
50532.0,9
50624.0,8
50659.0,9
50968.0,10
50968.0,11
51018.0,10
51457.0,9
51551.0,10
51671.0,11
51738.0,10
51784.0,9
51798.0,8
51807.0,9
51816.0,8
51835.0,9
52006.0,8
52026.0,7
52077.0,8
52185.0,7
52217.0,6
52224.0,5
52279.0,4
52295.0,11
52398.0,10
52403.0,9
52474.0,10
52670.0,9
52700.0,8
52938.0,9
52953.0,8
53376.0,7
53431.0,6
53452.0,5
53661.0,5
53662.0,4
53701.0,5
53727.0,4
53812.0,5
53889.0,4
54119.0,11
54138.0,10
54168.0,11
54514.0,10
54544.0,11
54671.0,10
54676.0,9
54770.0,10
54798.0,9
54817.0,10
54896.0,9
54961.0,8
55028.0,7
55397.0,6
55587.0,5
55703.0,4
55729.0,11
55832.0,12
55910.0,11
55988.0,12
56008.0,10
56061.0,11
56084.0,10
56089.0,9
56160.0,10
56283.0,9
56301.0,10
56528.0,9
56626.0,10
57019.0,11
57065.0,10
57093.0,9
57123.0,8
57179.0,7
57197.0,6
57558.0,7
57682.0,6
58338.0,5
58356.0,5
58441.0,4
58484.0,11
58487.0,12
58658.0,12
58723.0,12
58776.0,12
58826.0,11
58850.0,10
58906.0,11
58954.0,11
59011.0,12
59147.0,11
59202.0,10
59237.0,9
59309.0,8
59330.0,9
59377.0,8
59424.0,7
59462.0,8
59535.0,8
59681.0,7
59791.0,6
59800.0,5
59825.0,4
60250.0,11
60340.0,11
60387.0,11
60592.0,12
60610.0,11
60695.0,12
60832.0,12
60869.0,12
60958.0,11
61015.0,12
61060.0,12
61211.0,11
61300.0,10
61407.0,9
61477.0,10
61724.0,10
61740.0,11
61743.0,12
62020.0,11
62044.0,11
62290.0,12
62302.0,11
62433.0,10
62521.0,11
62555.0,10
62634.0,9
62658.0,10
62748.0,11
62781.0,12
62895.0,11
63019.0,11
63089.0,11
63099.0,10
63242.0,11
63354.0,12
63384.0,11
63665.0,10
63789.0,9
63860.0,8
63953.0,9
64139.0,9
64298.0,8
64422.0,9
64501.0,8
64539.0,7
64561.0,7
64678.0,6
65062.0,5
65193.0,4
65293.0,11
65357.0,11
65444.0,10
65477.0,11
65826.0,12
65894.0,11
65996.0,10
66158.0,11
66286.0,10
66340.0,9
66347.0,9
66504.0,10
66545.0,10
66608.0,9
66700.0,8
66836.0,9
66839.0,8
66977.0,9
66978.0,8
67064.0,9
67326.0,9
67448.0,8
67613.0,8
67926.0,7
67961.0,6
68011.0,6
68039.0,5
68065.0,4
68071.0,5
68196.0,6
68197.0,7
68253.0,7
68408.0,6
68424.0,7
68542.0,6
68555.0,7
68626.0,6
68939.0,5
69025.0,6
69111.0,5
69177.0,4
69193.0,5
69602.0,6
69750.0,5
69869.0,4
69908.0,4
70033.0,11
70251.0,12
70390.0,11
70501.0,10
70617.0,10
70645.0,11
70817.0,12
70822.0,11
70845.0,12
70883.0,11
71001.0,12
71209.0,11
71224.0,12
71410.0,11
71573.0,12
71657.0,12
71678.0,11
71983.0,10
72045.0,9
72229.0,10
72357.0,11
72406.0,12
72471.0,11
72487.0,12
72528.0,12
72613.0,11
72682.0,10
72683.0,9
72768.0,8
72773.0,7
72939.0,8
73189.0,9
73261.0,8
73362.0,7
73393.0,6
73428.0,6
73463.0,7
73476.0,6
73496.0,7
73587.0,6
73663.0,5
73830.0,4
74012.0,11
74347.0,10
74490.0,11
74553.0,12
74613.0,11
74643.0,12
74745.0,11
74770.0,12
75126.0,12
75429.0,12
75564.0,12
75605.0,11
75756.0,10
75988.0,9
76369.0,8
76405.0,7
76512.0,6
76524.0,5
76564.0,4
76625.0,5
76722.0,4
76841.0,11
76859.0,12
76893.0,11
77326.0,10
77380.0,11
77433.0,10
77521.0,9
77550.0,8
77552.0,7
77613.0,7
77730.0,8
77772.0,7
77891.0,6
77926.0,7
77958.0,8
77977.0,7
78010.0,6
78056.0,5
78103.0,4
78267.0,11
78312.0,12
78426.0,12
78511.0,11
78550.0,10
78641.0,9
78647.0,10
78734.0,11
78792.0,12
