Time,Busy UPFs
0.0,0
302.0,1
394.0,1
411.0,1
613.0,1
737.0,1
1088.0,2
1112.0,2
1133.0,2
1208.0,2
1243.0,2
1259.0,2
1305.0,2
1459.0,2
1532.0,3
1537.0,3
1556.0,3
1777.0,3
1854.0,3
2020.0,3
2031.0,3
2090.0,3
2159.0,3
2400.0,3
2509.0,4
2583.0,4
2604.0,4
2754.0,4
2980.0,4
3235.0,4
3257.0,4
3297.0,4
3329.0,5
3374.0,5
3403.0,5
3453.0,5
3616.0,5
3909.0,5
4050.0,5
4073.0,5
4242.0,5
4350.0,5
4373.0,5
4381.0,5
4394.0,5
4492.0,5
4499.0,6
4539.0,6
4641.0,6
4705.0,6
4830.0,6
4913.0,6
4920.0,6
4982.0,6
5038.0,6
5050.0,6
5152.0,7
5224.0,7
5253.0,7
5394.0,7
5403.0,7
5421.0,7
5572.0,7
5587.0,7
5793.0,7
5814.0,7
5892.0,8
6119.0,8
6131.0,8
6187.0,8
6326.0,8
6385.0,8
6457.0,8
6483.0,8
6525.0,8
6565.0,8
6647.0,9
6687.0,9
6734.0,9
7044.0,9
7074.0,9
7110.0,9
7114.0,9
7184.0,9
7217.0,9
7245.0,9
7313.0,9
7341.0,9
7485.0,10
7490.0,10
7616.0,10
7717.0,10
7794.0,10
7868.0,10
7975.0,10
7996.0,10
8086.0,10
8088.0,10
8114.0,10
8134.0,10
8183.0,11
8198.0,11
8211.0,11
8421.0,11
8529.0,11
8598.0,11
8611.0,11
8639.0,11
8867.0,11
8876.0,11
8968.0,11
9011.0,12
9239.0,12
9391.0,12
9400.0,12
9629.0,12
9630.0,12
9739.0,12
9757.0,12
9827.0,12
9875.0,12
9901.0,13
9929.0,13
9993.0,13
10067.0,13
10078.0,13
10257.0,13
10342.0,13
10388.0,13
10416.0,13
10466.0,13
10566.0,13
10636.0,13
10704.0,13
10833.0,14
10836.0,14
10856.0,14
11048.0,14
11074.0,14
11146.0,14
11164.0,14
11211.0,14
11475.0,14
11816.0,14
11990.0,14
12008.0,14
12057.0,14
12096.0,14
12178.0,14
12298.0,14
12309.0,15
12526.0,15
12596.0,15
12771.0,15
12845.0,15
12868.0,15
12981.0,15
13103.0,15
13138.0,15
13305.0,15
13526.0,15
13550.0,15
13620.0,15
13725.0,15
13884.0,15
13926.0,15
13936.0,16
13940.0,16
14019.0,16
14109.0,16
14113.0,16
14158.0,16
14232.0,16
14257.0,16
14266.0,17
14342.0,17
14444.0,17
14817.0,17
14857.0,17
14889.0,17
14898.0,17
14980.0,17
15072.0,17
15227.0,16
15260.0,17
15347.0,17
15367.0,17
15396.0,17
15522.0,17
15555.0,17
15658.0,17
15689.0,17
15784.0,17
15813.0,17
15955.0,17
15968.0,17
15973.0,17
16095.0,18
16106.0,18
16171.0,18
16182.0,18
16228.0,18
16324.0,18
16329.0,18
16428.0,18
16623.0,18
16641.0,18
16680.0,19
16744.0,19
16833.0,19
16919.0,19
16920.0,19
17023.0,19
17102.0,19
17151.0,19
17373.0,19
17387.0,19
17395.0,19
17397.0,19
17512.0,19
17551.0,19
17554.0,20
17588.0,20
17708.0,20
17918.0,20
18081.0,20
18088.0,20
18101.0,20
18215.0,20
18266.0,20
18320.0,20
18323.0,20
18385.0,20
18470.0,20
18535.0,20
18738.0,20
18795.0,20
18936.0,20
19066.0,20
19169.0,20
19271.0,21
19345.0,21
19571.0,21
19573.0,21
19583.0,21
19865.0,21
19883.0,21
19969.0,21
20029.0,21
20069.0,21
20185.0,21
20209.0,21
20301.0,21
20318.0,21
20365.0,21
20434.0,21
20514.0,21
20733.0,21
20746.0,21
20890.0,22
20901.0,22
20953.0,22
21022.0,22
21052.0,22
21187.0,22
21195.0,22
21204.0,22
21205.0,22
21382.0,22
21565.0,22
21636.0,22
21683.0,22
21978.0,22
22118.0,22
22127.0,22
22209.0,22
22358.0,22
22446.0,22
22511.0,22
22514.0,22
22578.0,22
22591.0,22
22696.0,22
22707.0,23
22784.0,23
22831.0,23
23034.0,23
23085.0,23
23124.0,23
23338.0,23
23365.0,23
23399.0,23
23464.0,23
23716.0,23
23873.0,23
23874.0,23
23876.0,23
23938.0,22
23977.0,22
24022.0,22
24378.0,21
24434.0,21
24515.0,21
24583.0,21
24590.0,21
24709.0,21
24800.0,21
24808.0,21
25040.0,21
25073.0,21
25147.0,21
25256.0,21
25294.0,21
25294.0,21
25391.0,21
25412.0,21
25456.0,21
25465.0,21
25476.0,21
25637.0,21
25681.0,21
25797.0,21
25894.0,21
25922.0,21
25971.0,21
26140.0,21
26158.0,21
26331.0,21
26461.0,21
26516.0,21
26576.0,22
26718.0,22
26721.0,22
26888.0,22
26905.0,22
26953.0,22
27138.0,22
27202.0,22
27234.0,22
27312.0,22
27316.0,22
27366.0,21
27435.0,20
27904.0,21
28253.0,21
28268.0,21
28282.0,21
28335.0,21
28341.0,21
28462.0,21
28625.0,20
28654.0,20
28668.0,20
28762.0,20
28843.0,20
28874.0,20
28919.0,20
29031.0,20
29032.0,20
29055.0,20
29179.0,20
29286.0,20
29371.0,20
29447.0,20
29454.0,20
29485.0,20
29506.0,20
29509.0,20
29606.0,20
29611.0,20
29630.0,20
29632.0,20
29671.0,20
29722.0,20
29780.0,21
29823.0,21
29977.0,21
30075.0,21
30136.0,21
30374.0,21
30543.0,21
30636.0,21
30666.0,21
30901.0,21
31058.0,21
31098.0,21
31126.0,21
31140.0,21
31157.0,22
31260.0,22
31303.0,22
31368.0,22
31387.0,22
31392.0,22
31425.0,22
31435.0,22
31497.0,23
31543.0,23
31661.0,23
31668.0,23
31752.0,23
31822.0,23
31831.0,23
32085.0,23
32118.0,23
32256.0,23
32280.0,23
32347.0,24
32394.0,24
32532.0,24
32562.0,24
32788.0,24
32864.0,24
32924.0,24
32952.0,24
33000.0,25
33039.0,25
33079.0,25
33301.0,25
33415.0,25
33471.0,25
33485.0,25
33563.0,25
33667.0,25
33700.0,25
33714.0,25
33760.0,25
33845.0,26
34014.0,26
34276.0,26
34304.0,26
34321.0,26
34339.0,26
34373.0,26
34401.0,26
34601.0,26
34648.0,26
34676.0,26
34946.0,26
35071.0,26
35080.0,26
35131.0,26
35237.0,26
35332.0,26
35362.0,26
35378.0,26
35473.0,26
35555.0,27
35588.0,27
35609.0,27
35665.0,27
35689.0,27
35693.0,27
35788.0,27
35876.0,27
35942.0,27
35948.0,27
35963.0,27
36424.0,28
36591.0,28
36701.0,28
36706.0,28
36797.0,28
36851.0,28
36961.0,28
37117.0,28
37381.0,28
37453.0,28
37473.0,28
37585.0,28
37605.0,28
37741.0,28
37814.0,28
37863.0,28
37926.0,28
37991.0,28
38032.0,28
38085.0,28
38103.0,28
38272.0,28
38329.0,28
38347.0,28
38533.0,28
38557.0,28
38631.0,28
38632.0,28
38727.0,28
38775.0,28
38783.0,28
38811.0,28
38816.0,28
38881.0,28
39111.0,28
39190.0,28
39237.0,29
39288.0,29
39307.0,29
39422.0,29
39458.0,29
39570.0,28
39611.0,28
39655.0,28
39672.0,28
39770.0,28
39799.0,28
39847.0,28
40003.0,28
40041.0,28
40178.0,28
40263.0,28
40473.0,28
40645.0,28
40646.0,28
40834.0,28
40885.0,28
40902.0,28
41022.0,28
41031.0,28
41046.0,29
41134.0,29
41166.0,29
41213.0,29
41256.0,29
41298.0,29
41457.0,29
41485.0,29
41496.0,29
41548.0,29
41583.0,29
41635.0,29
41640.0,29
41645.0,28
41743.0,27
41793.0,26
41843.0,25
41884.0,25
41932.0,25
41966.0,25
42027.0,25
42065.0,25
42145.0,25
42233.0,24
42317.0,24
42343.0,24
42455.0,24
42573.0,24
42590.0,24
42684.0,24
42818.0,24
42941.0,24
42986.0,24
43052.0,24
43078.0,24
43091.0,24
43138.0,24
43274.0,24
43528.0,24
43602.0,24
43653.0,24
43694.0,24
43695.0,24
43746.0,25
43789.0,25
43894.0,25
43970.0,25
43999.0,25
44042.0,25
44090.0,25
44103.0,25
44164.0,25
44184.0,25
44221.0,25
44239.0,25
44260.0,25
44285.0,25
44386.0,25
44490.0,25
44495.0,25
44664.0,25
44732.0,25
44820.0,25
44874.0,25
44917.0,25
45046.0,25
45078.0,25
45271.0,25
45451.0,24
45454.0,25
45504.0,25
45542.0,24
45681.0,24
45720.0,24
45910.0,24
45932.0,24
45996.0,24
46003.0,24
46064.0,24
46123.0,24
46206.0,24
46227.0,24
46325.0,24
46408.0,24
46469.0,23
46509.0,22
46520.0,21
46552.0,22
46568.0,22
46605.0,22
46622.0,22
46730.0,22
46756.0,22
46868.0,22
46879.0,22
46899.0,22
46927.0,22
46955.0,22
47076.0,23
47110.0,23
47149.0,23
47200.0,23
47223.0,23
47450.0,23
47459.0,23
47462.0,23
47550.0,23
47653.0,23
47671.0,23
47774.0,23
47794.0,23
47816.0,23
47864.0,23
47864.0,23
47891.0,23
47896.0,23
47949.0,23
48007.0,23
48104.0,24
48105.0,24
48228.0,24
48235.0,24
48304.0,24
48304.0,24
48320.0,24
48387.0,24
48437.0,24
48533.0,24
48548.0,24
48551.0,24
48562.0,24
48630.0,24
48636.0,24
48660.0,24
48841.0,24
48916.0,24
48948.0,24
49014.0,24
49194.0,24
49280.0,24
49335.0,24
49344.0,24
49355.0,23
49361.0,22
49539.0,23
49541.0,23
49542.0,23
49642.0,23
49772.0,23
49811.0,23
49863.0,23
49877.0,23
49932.0,23
49932.0,23
49973.0,23
50167.0,23
50219.0,23
50268.0,23
50273.0,23
50339.0,23
50403.0,23
50407.0,23
50500.0,23
50550.0,23
50594.0,23
50630.0,24
50695.0,24
50972.0,24
50997.0,24
51028.0,24
51034.0,24
51125.0,24
51132.0,24
51217.0,24
51273.0,23
51277.0,24
51281.0,24
51286.0,24
51350.0,24
51400.0,24
51408.0,24
51579.0,24
51698.0,24
51755.0,24
51788.0,24
51798.0,24
51813.0,24
51873.0,24
51952.0,24
52084.0,24
52094.0,24
52165.0,24
52192.0,24
52382.0,25
52450.0,25
52581.0,25
52817.0,25
52868.0,25
52890.0,25
52895.0,25
53155.0,25
53238.0,25
53239.0,25
53243.0,25
53279.0,25
53634.0,25
53644.0,25
53699.0,25
53886.0,25
53922.0,25
53994.0,25
54063.0,25
54139.0,25
54154.0,25
54167.0,26
54287.0,26
54298.0,26
54325.0,26
54355.0,26
54417.0,26
54455.0,26
54504.0,26
54612.0,26
54622.0,26
54642.0,26
54711.0,26
54729.0,26
54807.0,26
54810.0,26
54813.0,26
54889.0,26
55016.0,26
55050.0,26
55094.0,26
55146.0,26
55164.0,26
55232.0,26
55236.0,26
55245.0,26
55420.0,26
55459.0,26
55660.0,26
55703.0,26
55715.0,26
55718.0,26
55762.0,26
55849.0,26
55856.0,26
55861.0,26
55881.0,26
55895.0,26
55922.0,26
55924.0,26
55949.0,26
55980.0,26
56094.0,27
56101.0,27
56164.0,27
56254.0,27
56394.0,27
56404.0,27
56468.0,27
56565.0,27
56616.0,27
56679.0,27
56698.0,27
56725.0,27
56823.0,27
56830.0,27
56902.0,27
56902.0,27
56909.0,27
56922.0,27
56943.0,27
56987.0,27
57107.0,27
57335.0,27
57390.0,27
57462.0,27
57473.0,27
57598.0,27
57618.0,27
57760.0,27
57777.0,27
57797.0,27
57803.0,27
57880.0,28
57909.0,28
57967.0,28
58073.0,28
58171.0,28
58177.0,28
58191.0,28
58304.0,28
58334.0,28
58503.0,28
58596.0,28
58669.0,28
58750.0,28
58803.0,28
58834.0,28
58903.0,28
58928.0,28
58936.0,28
59005.0,28
59095.0,29
59112.0,29
59138.0,29
59222.0,29
59367.0,29
59433.0,29
59541.0,29
59615.0,29
59669.0,29
59743.0,29
59895.0,29
59921.0,29
59925.0,29
59967.0,29
60036.0,29
60039.0,29
60179.0,29
60392.0,29
60395.0,29
60409.0,29
60546.0,29
60571.0,29
60717.0,29
60757.0,30
60788.0,30
60822.0,30
61092.0,30
61100.0,30
61109.0,30
61220.0,30
61251.0,30
61329.0,30
61341.0,30
61396.0,30
61407.0,30
61419.0,30
61446.0,30
61461.0,30
61730.0,30
61952.0,30
62007.0,30
62015.0,30
62110.0,30
62139.0,30
62227.0,30
62324.0,30
62506.0,30
62530.0,30
62648.0,30
62685.0,30
62765.0,30
62833.0,30
62877.0,30
62891.0,30
62894.0,30
62934.0,30
63018.0,30
63082.0,30
63099.0,31
63113.0,31
63129.0,31
63142.0,30
63301.0,30
63328.0,30
63439.0,29
63473.0,28
63728.0,27
63789.0,27
63848.0,27
63948.0,27
63973.0,27
63981.0,27
64013.0,27
64088.0,27
64120.0,27
64137.0,27
64197.0,27
64425.0,27
64512.0,27
64527.0,27
64560.0,27
64570.0,27
64576.0,27
64613.0,27
64640.0,27
64644.0,27
64666.0,27
64679.0,27
64690.0,27
64755.0,27
64776.0,27
64926.0,27
64951.0,28
64983.0,28
65113.0,28
65212.0,28
65216.0,28
65258.0,28
65295.0,28
65312.0,28
65378.0,28
65392.0,28
65447.0,28
65449.0,28
65517.0,28
65553.0,28
65597.0,28
65605.0,28
65626.0,28
65762.0,28
65765.0,28
65826.0,28
65834.0,28
65895.0,28
65900.0,28
65900.0,28
65935.0,28
66132.0,29
66137.0,29
66140.0,29
66149.0,29
66411.0,29
66544.0,29
66581.0,29
66651.0,29
66730.0,29
66744.0,29
66773.0,29
66774.0,29
66845.0,29
66847.0,29
66891.0,29
66900.0,29
66915.0,29
67032.0,29
67055.0,30
67067.0,30
67138.0,30
67190.0,30
67223.0,30
67278.0,30
67466.0,30
67544.0,30
67581.0,30
67583.0,30
67641.0,30
67749.0,30
67911.0,30
68068.0,30
68080.0,30
68272.0,30
68306.0,30
68406.0,30
68476.0,30
68580.0,30
68580.0,30
68627.0,30
68690.0,30
68700.0,30
68712.0,30
68719.0,30
68737.0,30
68762.0,30
68795.0,30
68804.0,30
68814.0,31
68836.0,31
68960.0,30
69029.0,30
69036.0,30
69157.0,30
69269.0,30
69309.0,30
69377.0,30
69491.0,30
69492.0,30
69509.0,30
69718.0,30
69824.0,30
69834.0,30
69886.0,30
69931.0,30
69933.0,30
69939.0,29
69943.0,29
70006.0,29
70014.0,29
70135.0,29
70136.0,29
70192.0,29
70239.0,29
70244.0,29
70278.0,29
70331.0,29
70372.0,29
70461.0,29
70472.0,29
70668.0,29
70723.0,29
70813.0,29
70837.0,29
70937.0,29
70952.0,30
70955.0,30
71090.0,30
71192.0,30
71220.0,30
71240.0,30
71308.0,30
71446.0,30
71467.0,30
71513.0,30
71586.0,30
71617.0,30
71676.0,30
71726.0,30
71728.0,30
71756.0,30
71796.0,30
71811.0,31
71872.0,31
71880.0,31
71954.0,31
71992.0,31
72131.0,31
72160.0,31
72172.0,31
72247.0,31
72256.0,31
72283.0,31
72302.0,31
