Time,Rejected Sessions
0.0,0
61.0,0
80.0,0
84.0,0
125.0,0
150.0,0
221.0,0
226.0,0
231.0,0
246.0,0
253.0,0
257.0,0
267.0,0
298.0,0
313.0,0
314.0,0
318.0,0
378.0,0
412.0,0
415.0,0
427.0,0
441.0,0
490.0,0
512.0,0
527.0,0
532.0,0
562.0,0
608.0,0
659.0,0
664.0,0
672.0,0
679.0,0
688.0,0
704.0,0
737.0,0
824.0,0
829.0,0
863.0,0
890.0,0
892.0,0
895.0,0
915.0,0
917.0,0
925.0,0
946.0,0
959.0,0
984.0,0
1001.0,0
1015.0,0
1027.0,0
1030.0,0
1051.0,0
1066.0,0
1072.0,0
1101.0,0
1103.0,0
1107.0,0
1141.0,0
1161.0,0
1183.0,0
1188.0,0
1204.0,0
1250.0,0
1253.0,0
1265.0,0
1305.0,0
1320.0,0
1326.0,0
1335.0,0
1343.0,0
1368.0,0
1396.0,0
1440.0,0
1446.0,0
1454.0,0
1455.0,0
1469.0,0
1476.0,0
1482.0,0
1496.0,0
1502.0,0
1531.0,0
1558.0,0
1579.0,0
1595.0,0
1632.0,0
1637.0,0
1655.0,0
1656.0,0
1662.0,0
1666.0,0
1676.0,0
1679.0,0
1682.0,0
1723.0,0
1724.0,0
1746.0,0
1763.0,0
1769.0,0
1815.0,0
1836.0,0
1845.0,0
1891.0,0
1922.0,0
1924.0,0
1970.0,0
1971.0,0
1993.0,0
1997.0,0
2021.0,0
2027.0,0
2033.0,0
2061.0,0
2099.0,0
2116.0,0
2126.0,0
2132.0,0
2142.0,0
2162.0,0
2176.0,0
2190.0,0
2216.0,0
2217.0,0
2221.0,0
2283.0,0
2293.0,0
2297.0,0
2346.0,0
2415.0,0
2454.0,0
2464.0,0
2472.0,0
2489.0,0
2513.0,0
2516.0,0
2537.0,0
2569.0,0
2609.0,0
2624.0,0
2652.0,0
2677.0,0
2684.0,0
2718.0,0
2767.0,0
2781.0,0
2802.0,0
2834.0,0
2843.0,0
2845.0,0
2846.0,0
2862.0,0
2880.0,0
2881.0,0
2890.0,0
2905.0,0
2910.0,0
2912.0,0
2928.0,0
2943.0,0
2949.0,0
3024.0,0
3032.0,0
3039.0,0
3041.0,0
3107.0,0
3131.0,0
3135.0,0
3141.0,0
3167.0,0
3174.0,0
3201.0,0
3220.0,0
3226.0,0
3226.0,0
3255.0,0
3258.0,0
3259.0,0
3284.0,0
3287.0,0
3300.0,0
3312.0,0
3332.0,0
3333.0,0
3353.0,0
3392.0,0
3396.0,0
3417.0,0
3435.0,0
3436.0,0
3453.0,0
3474.0,0
3490.0,0
3500.0,0
3548.0,0
3550.0,0
3551.0,0
3574.0,0
3582.0,0
3583.0,0
3590.0,0
3614.0,0
3656.0,0
3668.0,0
3689.0,0
3693.0,0
3726.0,0
3737.0,0
3767.0,0
3821.0,0
3833.0,0
3862.0,0
3909.0,0
3945.0,0
3991.0,0
3992.0,0
3994.0,0
4054.0,0
4072.0,0
4084.0,0
4092.0,0
4120.0,0
4124.0,0
4130.0,0
4152.0,0
4166.0,0
4182.0,0
4226.0,0
4229.0,0
4258.0,0
4261.0,0
4286.0,0
4321.0,0
4323.0,0
4346.0,0
4410.0,0
4420.0,0
4479.0,0
4507.0,0
4509.0,0
4526.0,0
4574.0,0
4579.0,0
4588.0,0
4601.0,0
4604.0,0
4625.0,0
4634.0,0
4643.0,0
4653.0,0
4694.0,0
4735.0,0
4761.0,0
4832.0,0
4877.0,0
4977.0,0
4994.0,0
5009.0,0
5026.0,0
5033.0,0
5053.0,0
5100.0,0
5107.0,0
5152.0,0
5172.0,0
5177.0,0
5186.0,0
5188.0,0
5272.0,0
5274.0,0
5290.0,0
5324.0,0
5328.0,0
5363.0,0
5377.0,0
5389.0,0
5400.0,0
5441.0,0
5442.0,0
5476.0,0
5480.0,0
5490.0,0
5494.0,0
5527.0,0
5540.0,0
5547.0,0
5588.0,0
5752.0,0
5769.0,0
5827.0,0
5833.0,0
5836.0,0
5855.0,0
5878.0,0
5887.0,0
5910.0,0
5940.0,0
5979.0,0
